latitude,longitude,rwi,error
28.526622,76.8054199,0.539,0.5
29.9073289,76.7834473,0.364,0.532
29.7929837,76.9812012,0.518,0.51
27.9458858,76.1682129,0.434,0.515
29.5447873,76.2561035,-0.057,0.478
30.3444351,77.2668457,0.0,0.493
29.4491644,76.4099121,0.396,0.496
29.6021178,77.0690918,-0.157,0.5
29.4682962,76.9372559,0.272,0.5
30.2116078,77.1789551,0.552,0.519
30.3444351,77.2229004,0.228,0.507
29.6785076,74.9816895,-0.028,0.488
28.1591892,77.3547363,-0.045,0.549
27.9458858,77.2229004,0.04,0.515
29.2959801,76.1901855,0.461,0.507
29.6403199,76.2121582,0.323,0.49
29.735762,76.9812012,0.813,0.497
29.735762,76.6955566,-0.001,0.463
28.4686909,76.9812012,0.83,0.475
29.735762,76.0803223,0.262,0.504
28.0234996,77.4206543,0.509,0.528
29.1617551,77.1350098,-0.44,0.507
27.9846997,77.376709,0.48,0.514
29.52567,75.5090332,0.46,0.49
30.7795979,76.9812012,0.169,0.509
29.7929837,76.9372559,1.152,0.54
29.9454149,76.9152832,0.983,0.519
30.5717201,77.0471191,0.661,0.496
29.9454149,76.5856934,0.323,0.52
29.52567,75.0476074,1.475,0.526
28.8927784,75.9484863,-0.059,0.518
28.9120143,77.0471191,0.703,0.51
29.3342978,75.5090332,-0.281,0.478
29.7548395,76.3000488,0.065,0.502
29.8692284,76.8933105,-0.284,0.515
29.6403199,74.6081543,0.558,0.481
29.3726011,74.6740723,-0.302,0.492
29.1809408,76.4758301,0.428,0.577
29.4874244,75.0695801,-0.148,0.5
29.4491644,74.8278809,0.339,0.473
28.1204382,77.244873,0.325,0.548
28.9120143,76.7614746,0.337,0.555
30.040566,76.5856934,0.301,0.501
29.5639011,76.5856934,0.121,0.475
28.9889219,75.7727051,-0.088,0.504
28.8542961,75.8166504,-0.336,0.552
30.0025165,77.0251465,0.662,0.505
29.0081399,77.0910645,0.701,0.492
29.9263737,76.9812012,0.723,0.5
29.3917473,76.0583496,-0.152,0.525
29.506549,75.3112793,0.404,0.482
29.6212207,76.1901855,0.419,0.492
28.1979261,76.6296387,1.228,0.563
29.1617551,76.7614746,0.57,0.522
29.5830112,75.1135254,-0.292,0.458
30.892797,76.8273926,0.76,0.518
29.7548395,75.0476074,0.031,0.441
30.7040578,77.0690918,0.4,0.53
30.0025165,77.2668457,-0.25,0.528
30.2685558,77.4645996,0.492,0.503
28.565225,76.1682129,0.066,0.546
28.9889219,76.3000488,0.286,0.536
29.6212207,75.5529785,0.939,0.485
27.9846997,77.2888184,0.46,0.556
28.2753578,77.244873,0.802,0.526
30.8739398,76.8933105,-0.127,0.488
29.6403199,76.1022949,0.531,0.49
29.7166808,75.0476074,0.606,0.521
29.9454149,76.8933105,0.462,0.512
29.8882805,76.8713379,0.251,0.495
29.8120503,76.6955566,0.647,0.513
29.1233728,76.9812012,0.304,0.539
29.2768159,76.0144043,-0.502,0.49
28.9312465,76.8933105,0.315,0.542
28.9697004,76.673584,0.984,0.559
28.565225,75.8166504,-0.107,0.513
29.7929837,76.2780762,0.481,0.542
29.506549,74.8278809,0.305,0.476
29.1425657,75.4870605,-0.013,0.514
29.9644524,76.5197754,0.621,0.494
29.8311133,74.630127,-0.247,0.504
30.1166211,77.3547363,0.869,0.516
29.4108899,75.4650879,-0.254,0.5
28.2753578,77.1130371,0.25,0.511
28.3913999,75.8605957,-0.714,0.494
28.5845213,76.8054199,1.004,0.495
28.9120143,75.6408691,-0.387,0.518
28.1979261,77.2229004,0.469,0.51
29.1809408,75.4650879,0.068,0.49
29.7929837,75.0695801,0.251,0.451
29.9454149,77.0910645,0.229,0.514
28.9504752,76.3220215,0.277,0.47
29.5639011,76.9372559,0.53,0.525
29.1041762,76.3000488,-0.354,0.47
27.9846997,76.1462402,0.312,0.536
28.7194957,76.3879395,0.36,0.553
29.6212207,76.5856934,0.058,0.495
29.506549,76.8054199,0.184,0.493
29.1425657,76.541748,0.022,0.512
28.0041014,77.1789551,-0.244,0.549
29.2193016,75.7946777,0.35,0.553
30.0025165,76.3439941,1.088,0.513
29.8311133,76.7175293,0.418,0.512
29.4108899,76.7614746,-0.007,0.54
28.7002242,76.6955566,-0.257,0.507
27.9846997,77.1350098,0.3,0.579
28.7580278,75.8166504,1.23,0.598
30.5717201,76.9592285,-0.291,0.499
30.8739398,76.9152832,0.168,0.547
28.5459253,76.1462402,-0.264,0.512
29.3342978,75.267334,-0.106,0.465
29.0465652,75.8166504,0.045,0.518
29.3342978,75.9924316,-0.647,0.509
28.5845213,75.838623,-0.072,0.475
29.52567,75.4650879,0.397,0.507
28.7002242,76.739502,0.028,0.495
29.5447873,76.7834473,0.092,0.502
29.9834863,76.6296387,0.163,0.494
29.3151407,76.8054199,0.084,0.533
29.7739134,76.8713379,0.052,0.497
29.735762,76.5856934,0.46,0.476
28.9120143,75.6628418,-0.113,0.555
28.7002242,76.8273926,0.511,0.525
28.3913999,77.2009277,0.018,0.533
29.3534512,75.1574707,-0.31,0.477
28.565225,76.4099121,-0.142,0.519
29.8692284,76.8713379,0.86,0.573
27.8682161,77.376709,0.137,0.558
28.9120143,76.0583496,-0.127,0.486
29.7166808,76.9152832,0.273,0.505
29.8501727,76.2561035,0.533,0.468
29.7739134,76.1022949,0.559,0.56
29.3342978,77.0910645,0.816,0.563
29.0465652,75.6408691,0.374,0.482
28.2560052,76.3659668,0.364,0.522
29.4682962,76.036377,-0.476,0.493
30.1546268,77.4206543,-0.079,0.493
30.3065028,76.8493652,1.034,0.486
28.2753578,77.1350098,0.203,0.519
29.8882805,76.541748,0.239,0.525
29.2193016,75.8605957,-0.195,0.501
28.3527333,76.2341309,0.12,0.524
29.6785076,76.9152832,0.796,0.514
29.697596,74.7399902,-0.299,0.446
30.1926178,77.2009277,0.247,0.494
28.1398155,77.2009277,0.533,0.538
28.8350495,76.3439941,0.736,0.471
28.7965458,76.3000488,0.327,0.525
28.7194957,76.4758301,0.524,0.532
29.0081399,75.970459,0.471,0.512
30.2305941,77.0910645,-0.177,0.496
30.2875311,77.2888184,0.716,0.509
29.735762,74.8498535,0.128,0.51
28.7002242,76.7614746,0.589,0.506
29.52567,76.036377,-0.391,0.479
29.6785076,76.3000488,0.248,0.541
28.1785594,76.739502,-0.642,0.507
28.0234996,77.310791,-0.238,0.533
29.4874244,74.9816895,-0.069,0.482
28.294707,76.6516113,0.745,0.514
29.9644524,76.7834473,0.206,0.517
29.0657724,76.6516113,-0.056,0.53
28.2753578,76.1022949,0.192,0.547
29.7548395,75.0695801,0.04,0.465
28.6423887,76.5197754,0.017,0.49
29.8120503,76.9152832,-0.077,0.528
28.3527333,76.5856934,0.421,0.525
29.5830112,76.0144043,0.525,0.527
28.4493734,75.8605957,-0.149,0.497
29.7166808,76.3439941,0.39,0.494
29.6594156,76.1242676,0.633,0.524
29.9263737,76.607666,0.416,0.506
29.1233728,77.1350098,-0.135,0.554
28.9504752,75.7067871,0.757,0.549
29.1041762,76.9812012,0.607,0.549
29.6403199,75.5090332,0.224,0.499
29.8120503,76.2121582,0.809,0.538
28.9504752,77.0031738,0.654,0.516
29.52567,74.7839355,0.525,0.46
27.9458858,77.442627,-0.461,0.501
30.5717201,76.9372559,0.356,0.503
29.7929837,74.9816895,0.519,0.503
29.3342978,76.9372559,0.756,0.523
29.7166808,75.7727051,0.408,0.482
27.9264736,77.244873,0.312,0.537
29.4682962,75.0695801,0.632,0.555
28.1204382,77.2888184,0.454,0.517
30.2495768,77.0690918,0.649,0.506
29.1809408,76.4318848,-0.241,0.498
30.7229484,77.1130371,0.465,0.502
29.1233728,75.9265137,0.609,0.458
29.6403199,76.4099121,0.213,0.493
28.3720684,77.1789551,0.584,0.518
29.6403199,77.0031738,0.224,0.521
29.9454149,76.3000488,0.669,0.484
30.0976128,76.673584,0.435,0.494
29.5830112,76.1682129,0.531,0.513
29.6785076,74.9597168,0.042,0.427
29.7166808,76.541748,0.179,0.514
30.1356258,77.3327637,0.25,0.527
28.0428943,76.0583496,-0.444,0.502
28.526622,76.1462402,0.587,0.575
28.0041014,77.1130371,-0.246,0.544
28.6423887,75.6628418,-0.044,0.507
29.4682962,75.3991699,0.113,0.472
29.3917473,76.1462402,-0.394,0.486
30.2875311,76.9372559,-0.564,0.523
28.603814,76.6955566,0.138,0.512
29.7166808,76.4099121,0.659,0.525
29.1809408,76.5197754,-0.09,0.52
29.6212207,76.8273926,0.506,0.481
29.506549,77.0031738,0.618,0.538
29.2768159,76.4978027,0.182,0.516
29.1233728,76.673584,0.555,0.535
28.1398155,77.3327637,0.8,0.531
29.8882805,76.2780762,0.751,0.484
29.0081399,76.2341309,0.286,0.47
29.0849761,75.8605957,-0.186,0.555
30.3633958,77.1130371,0.452,0.502
28.9504752,76.541748,0.322,0.489
30.1736241,77.0251465,0.677,0.507
29.1617551,75.3991699,0.084,0.526
29.5830112,74.630127,-0.107,0.486
29.3342978,76.2121582,-0.175,0.524
28.410728,76.9812012,0.972,0.527
28.6231031,75.8605957,0.216,0.506
29.4108899,76.607666,0.563,0.546
28.9889219,76.7175293,0.908,0.585
28.8927784,75.7507324,0.161,0.526
28.9120143,75.970459,0.2,0.531
29.7929837,74.8498535,0.001,0.43
30.2116078,77.310791,0.958,0.503
29.9073289,74.5422363,-0.003,0.43
29.0849761,76.7175293,-0.129,0.6
28.294707,77.244873,0.405,0.524
30.3065028,77.2229004,0.167,0.5
29.697596,75.7287598,0.744,0.503
28.0234996,77.4865723,0.558,0.536
30.0976128,76.3879395,-0.146,0.483
28.2172893,77.3547363,0.926,0.547
29.5447873,76.9152832,0.206,0.516
29.6594156,76.1022949,0.691,0.496
29.8501727,76.8054199,0.542,0.514
29.4108899,76.036377,0.346,0.501
29.9073289,76.8933105,0.277,0.502
28.1398155,76.0144043,0.326,0.56
30.0595852,77.0251465,0.818,0.503
28.873539,75.7507324,0.359,0.543
29.506549,76.4978027,0.87,0.564
28.6616708,76.5637207,0.0,0.491
28.0428943,76.6516113,-0.111,0.506
29.1041762,77.0690918,0.513,0.53
29.9454149,76.9372559,0.234,0.487
29.735762,75.8166504,0.075,0.468
29.3342978,75.7067871,0.292,0.52
29.7929837,76.8273926,0.409,0.51
30.1546268,76.6516113,-0.045,0.496
29.1809408,75.9265137,0.298,0.535
28.5073151,76.3220215,-0.153,0.547
28.3720684,76.0144043,0.222,0.535
28.8350495,76.541748,0.946,0.577
28.3720684,76.036377,-0.413,0.493
29.6021178,76.6955566,-0.01,0.475
29.7739134,74.6960449,-0.126,0.478
28.8542961,77.0031738,1.064,0.531
28.9312465,77.1130371,0.154,0.505
29.6403199,76.0144043,0.489,0.523
28.1785594,77.442627,0.685,0.524
29.3726011,77.0471191,1.126,0.525
30.4770825,77.1789551,0.403,0.484
27.9458858,76.0144043,0.063,0.519
28.0041014,77.2888184,-0.17,0.533
28.3527333,77.3547363,0.889,0.534
29.697596,75.0476074,-0.053,0.461
28.4880048,76.2561035,0.039,0.525
27.9652945,77.3327637,0.635,0.492
30.3633958,77.4865723,-0.642,0.472
29.2959801,76.8273926,-0.028,0.541
29.0273543,76.739502,0.284,0.513
28.236649,76.7614746,0.447,0.52
29.2768159,76.8933105,0.526,0.527
29.506549,76.2121582,0.405,0.522
28.603814,76.4099121,0.486,0.545
28.3913999,75.8825684,-0.563,0.496
29.9073289,76.2121582,0.673,0.523
28.9504752,76.8493652,0.413,0.497
28.4686909,76.0583496,-0.079,0.544
29.5447873,76.0583496,-0.31,0.5
28.3527333,76.1242676,0.243,0.525
29.8311133,76.8273926,-0.015,0.511
28.6616708,76.541748,-0.048,0.492
28.4880048,76.673584,-0.062,0.532
29.8311133,76.541748,0.673,0.494
29.8501727,74.9157715,0.767,0.52
29.7166808,76.4758301,0.594,0.543
29.7166808,75.904541,1.505,0.513
28.6809493,76.1682129,0.198,0.511
29.9644524,76.5856934,0.965,0.52
29.430029,75.1794434,0.16,0.507
29.3151407,76.7614746,-0.028,0.525
30.2685558,77.4206543,0.277,0.496
29.6021178,76.1242676,0.869,0.58
28.410728,76.1242676,0.758,0.586
28.5073151,75.904541,-0.366,0.565
28.8927784,75.6848145,0.121,0.518
29.6785076,75.1574707,0.393,0.459
28.7002242,76.8713379,0.636,0.539
30.4392016,77.1350098,0.424,0.488
29.6594156,76.3659668,0.791,0.541
29.200123,75.8166504,0.469,0.547
28.8157994,76.3439941,0.107,0.515
29.6594156,75.9924316,0.312,0.535
29.6403199,76.7175293,1.046,0.517
29.8501727,76.607666,0.453,0.519
28.6616708,75.6628418,0.206,0.532
28.873539,76.5637207,0.594,0.556
29.2384766,77.0251465,0.684,0.53
28.9889219,76.4978027,-0.451,0.489
28.7965458,76.3659668,-0.024,0.5
30.6662655,76.8933105,1.065,0.533
29.4682962,76.7614746,-0.351,0.504
30.2875311,77.244873,0.153,0.513
28.8542961,76.0583496,0.534,0.569
28.7772886,76.607666,-0.609,0.483
29.2576481,75.5529785,-0.027,0.519
28.9312465,76.4099121,0.401,0.46
29.7929837,76.1462402,0.139,0.509
29.7166808,76.1462402,0.676,0.515
28.7965458,75.6188965,-0.319,0.522
29.9644524,76.4978027,0.279,0.506
29.0849761,76.1022949,-0.064,0.504
29.6021178,75.1135254,0.176,0.479
29.697596,74.7839355,-0.354,0.492
28.6809493,76.4099121,0.191,0.494
29.7739134,76.3439941,0.415,0.511
30.2116078,77.2009277,0.644,0.478
28.565225,75.7507324,-0.534,0.518
28.8157994,76.6955566,0.387,0.487
29.735762,77.0471191,0.296,0.526
29.430029,75.4870605,-0.122,0.485
28.2753578,76.6296387,0.567,0.516
29.8692284,76.7834473,-0.081,0.482
29.4491644,75.0695801,-0.299,0.459
29.3151407,76.4099121,0.301,0.544
29.8311133,74.7619629,-0.284,0.466
29.4874244,75.2893066,0.113,0.513
28.8350495,76.4538574,0.104,0.487
29.7929837,76.3220215,0.688,0.507
29.5830112,75.0256348,0.918,0.48
29.8882805,76.7834473,0.016,0.486
29.7166808,74.6520996,-0.204,0.464
29.506549,76.036377,-0.231,0.482
29.6403199,75.5749512,0.744,0.48
29.6785076,75.4431152,0.051,0.513
28.6423887,75.5749512,-0.269,0.484
28.9312465,76.5197754,-0.32,0.476
30.0786009,76.2780762,0.369,0.47
28.603814,76.7614746,0.331,0.51
29.6021178,76.4538574,0.55,0.496
29.2193016,76.6955566,-0.009,0.55
28.1785594,77.4865723,-0.032,0.525
29.5639011,76.9592285,0.693,0.511
29.200123,77.1130371,0.135,0.551
28.873539,76.1901855,0.469,0.528
30.7795979,76.9152832,1.092,0.515
29.4491644,76.8713379,0.708,0.568
29.735762,76.2341309,0.386,0.501
29.0465652,76.8054199,-0.242,0.501
28.3527333,76.2561035,0.398,0.596
28.1204382,76.6296387,1.112,0.563
28.4300525,77.0031738,1.166,0.54
30.0786009,76.4978027,-0.053,0.474
29.7166808,76.5856934,0.464,0.524
29.735762,76.2561035,0.121,0.489
29.8120503,74.8278809,-0.011,0.443
28.6423887,75.6848145,0.234,0.521
28.7965458,76.6296387,0.419,0.543
29.5447873,76.1901855,0.145,0.55
28.410728,76.4318848,0.485,0.551
29.6785076,75.1794434,0.166,0.471
28.4493734,75.9265137,-0.411,0.531
29.6021178,74.6740723,0.641,0.509
30.5338761,77.0251465,0.167,0.523
28.7772886,76.5856934,-0.247,0.515
28.9697004,77.1789551,0.125,0.523
29.4491644,75.904541,0.101,0.483
28.2753578,77.1789551,0.064,0.521
29.4874244,75.6188965,0.187,0.501
28.8927784,75.7946777,0.149,0.551
28.8157994,76.4538574,0.603,0.503
29.6785076,76.8713379,0.134,0.497
28.3913999,77.1130371,0.869,0.54
29.5447873,76.4538574,0.127,0.501
30.0595852,76.3659668,0.802,0.505
28.4686909,76.0803223,0.111,0.54
29.6403199,76.607666,0.018,0.504
29.52567,76.6516113,-0.091,0.509
28.9312465,77.0690918,0.964,0.53
28.6616708,76.3659668,0.039,0.548
30.5338761,77.0471191,0.15,0.506
28.9889219,76.9372559,0.484,0.518
29.4874244,75.201416,-0.278,0.47
30.1736241,76.8273926,0.623,0.514
29.7166808,74.9816895,0.056,0.473
28.3720684,75.9924316,0.401,0.503
29.2959801,76.2341309,0.953,0.53
29.3726011,76.1901855,-0.009,0.485
29.506549,76.6296387,0.246,0.482
29.1041762,75.5310059,0.451,0.53
29.7548395,75.5529785,0.668,0.488
29.5639011,76.8713379,0.1,0.518
29.8120503,74.9816895,0.387,0.533
29.8120503,76.5637207,0.721,0.498
28.2172893,77.1789551,0.143,0.522
28.7965458,75.6408691,0.513,0.582
29.9073289,76.607666,0.522,0.496
30.8173458,76.8713379,0.299,0.46
28.0816733,76.9812012,0.045,0.548
29.3726011,76.4538574,0.619,0.526
29.9454149,76.3659668,0.576,0.475
29.6785076,74.8718262,0.043,0.47
29.430029,75.0915527,-0.097,0.473
28.294707,76.3879395,0.821,0.541
29.3726011,76.8054199,0.421,0.523
29.6403199,75.0915527,-0.044,0.432
29.5639011,74.9597168,-0.083,0.478
28.4493734,76.4538574,0.021,0.563
28.8542961,76.4318848,-0.178,0.463
29.3726011,74.9816895,-0.545,0.475
30.040566,77.1130371,0.26,0.503
28.1979261,77.0471191,0.363,0.537
29.2959801,76.3879395,0.568,0.502
28.3527333,76.4978027,0.123,0.543
29.8692284,75.0915527,0.171,0.459
29.5639011,74.6520996,0.436,0.466
30.0976128,76.9152832,0.033,0.522
30.1926178,77.376709,0.148,0.492
29.2576481,76.8933105,0.315,0.525
28.4300525,76.8273926,0.45,0.519
29.3342978,76.3000488,1.3,0.511
30.0025165,76.2121582,0.327,0.475
28.873539,76.0144043,-0.486,0.531
28.5073151,76.8273926,0.015,0.501
28.3527333,77.2668457,1.169,0.554
28.6231031,76.036377,0.381,0.534
29.8501727,74.630127,-0.343,0.477
29.52567,74.8278809,1.201,0.54
28.6616708,76.1901855,-0.052,0.509
29.2959801,76.7614746,0.114,0.514
28.3140526,77.0690918,0.181,0.498
30.0976128,77.0690918,0.595,0.497
29.5830112,76.5197754,0.137,0.486
28.7772886,76.0144043,-0.251,0.511
30.0025165,76.739502,0.82,0.505
28.1979261,77.0031738,-0.429,0.525
28.9312465,76.541748,0.48,0.489
29.3342978,75.838623,0.216,0.494
29.2959801,76.8933105,0.622,0.527
28.7387635,76.8493652,0.427,0.516
29.3534512,75.8605957,0.859,0.56
29.6212207,75.3112793,-0.082,0.458
28.3720684,75.9484863,0.192,0.55
30.2116078,76.9592285,0.301,0.512
28.3720684,76.5856934,-0.413,0.529
28.9889219,76.9592285,-0.038,0.531
29.3917473,74.9377441,-0.302,0.441
29.6785076,74.7839355,-0.29,0.473
29.430029,75.3771973,-0.042,0.501
29.8692284,76.3439941,0.146,0.47
28.4300525,76.1682129,-0.629,0.514
28.7772886,76.3220215,0.391,0.529
29.6403199,76.5637207,0.308,0.519
30.2875311,77.0471191,0.675,0.492
28.603814,75.6408691,0.053,0.505
29.2576481,76.2341309,0.448,0.545
29.3726011,76.8273926,0.518,0.502
28.3140526,76.7834473,0.783,0.538
29.9263737,76.7834473,-0.085,0.49
28.7772886,76.8933105,0.181,0.525
29.3726011,76.1462402,-0.12,0.479
30.5717201,77.1350098,0.125,0.463
29.5830112,76.0583496,0.043,0.54
30.4013061,77.3547363,0.02,0.498
28.3720684,77.2229004,0.521,0.52
28.9120143,76.4538574,0.13,0.455
28.1010575,76.5856934,0.696,0.558
29.3534512,75.8825684,0.873,0.515
29.3726011,76.6516113,-0.313,0.501
29.2193016,76.0803223,0.211,0.536
29.2384766,76.8713379,0.063,0.517
28.8350495,76.8054199,0.929,0.541
29.5447873,76.4099121,-0.013,0.511
30.3065028,77.2668457,-0.09,0.513
28.7002242,76.5637207,0.68,0.531
28.236649,76.2780762,-0.377,0.512
28.7772886,75.7287598,-0.266,0.515
27.9070579,77.3547363,0.494,0.533
28.9504752,76.0803223,0.486,0.526
28.1979261,76.8054199,1.304,0.559
29.8120503,77.1569824,-0.419,0.487
28.7194957,76.3439941,0.041,0.56
28.9504752,75.9265137,-0.09,0.489
29.430029,76.1682129,0.256,0.522
30.1546268,77.0251465,0.358,0.507
29.8120503,76.8933105,-0.135,0.51
28.8542961,76.8713379,0.996,0.524
29.5830112,77.0031738,0.486,0.519
29.1809408,75.4211426,0.334,0.507
28.8542961,76.7175293,0.505,0.516
29.6212207,76.6516113,-0.668,0.518
28.7002242,76.9372559,1.163,0.502
28.9120143,76.9592285,0.644,0.504
29.5447873,75.7067871,1.147,0.554
29.7929837,75.201416,0.183,0.468
29.430029,75.970459,0.258,0.49
30.0025165,76.5856934,0.529,0.513
29.697596,75.0036621,0.532,0.511
28.9697004,75.5310059,-0.779,0.459
29.506549,75.6628418,-0.265,0.496
29.4874244,75.0915527,0.304,0.462
28.565225,76.2341309,0.074,0.532
28.9120143,76.6955566,0.785,0.527
28.7965458,75.9265137,-0.154,0.53
29.7929837,74.9377441,0.642,0.47
29.7929837,76.2561035,0.754,0.493
29.52567,75.7287598,0.204,0.472
29.8120503,76.8273926,-0.169,0.519
28.8350495,76.6955566,0.629,0.509
30.0025165,77.1130371,1.101,0.495
29.5639011,75.1574707,-0.033,0.495
29.9073289,74.8718262,-0.539,0.453
30.4770825,76.9812012,0.242,0.491
28.4300525,76.7614746,0.407,0.517
29.430029,74.9597168,0.36,0.474
28.9889219,77.0251465,1.4,0.494
28.2753578,77.1569824,0.406,0.502
28.0234996,76.1242676,0.514,0.538
28.2753578,76.2121582,-0.249,0.53
28.236649,77.3986816,0.936,0.541
28.7002242,75.5529785,-0.484,0.542
29.5830112,75.7727051,0.769,0.479
29.9263737,76.5856934,0.139,0.481
29.5639011,75.5310059,0.17,0.469
29.0273543,75.5969238,-0.221,0.519
29.3726011,75.0915527,0.158,0.499
28.5073151,75.970459,0.282,0.539
29.4682962,76.8493652,0.369,0.568
29.5447873,74.8498535,0.181,0.469
28.3720684,76.0583496,-0.083,0.486
28.4880048,75.8825684,-0.043,0.561
29.7166808,76.3220215,0.866,0.547
28.0428943,77.4865723,0.197,0.521
30.3065028,77.5744629,-0.023,0.498
30.2116078,76.6955566,0.467,0.499
29.3534512,75.333252,-0.342,0.473
28.0234996,76.3000488,-0.072,0.51
30.4013061,76.7614746,0.986,0.492
30.1546268,77.3986816,0.092,0.508
30.4013061,76.8493652,0.952,0.524
28.2560052,76.9152832,0.57,0.546
30.1166211,76.6516113,0.054,0.493
29.0849761,76.8933105,-0.439,0.501
29.5639011,75.838623,0.733,0.522
28.9312465,76.5637207,0.611,0.505
29.6212207,76.4099121,0.584,0.499
28.7580278,75.8605957,0.676,0.567
29.6021178,74.8718262,-0.255,0.48
27.8876388,76.9812012,0.311,0.504
28.0428943,77.1789551,0.164,0.549
28.2753578,76.8493652,0.861,0.492
28.7580278,76.8933105,-0.052,0.531
29.697596,77.0251465,0.554,0.523
29.506549,76.8273926,-0.066,0.488
29.7548395,74.8498535,0.286,0.499
28.3333947,76.9812012,0.196,0.504
30.5906366,77.1130371,0.133,0.482
28.6809493,76.0144043,0.096,0.491
29.4491644,76.2561035,0.368,0.522
30.0215431,76.4758301,0.007,0.489
29.200123,76.1242676,-0.505,0.515
29.3151407,76.2780762,0.822,0.534
28.1979261,76.4099121,0.235,0.527
29.506549,74.8718262,-0.071,0.478
28.1979261,76.1682129,0.386,0.541
30.3633958,76.8933105,0.31,0.521
28.3333947,77.244873,0.283,0.579
30.2495768,76.8273926,0.01,0.506
28.4880048,76.3879395,0.7,0.581
29.9644524,76.541748,0.844,0.482
28.873539,76.673584,0.685,0.548
27.9652945,77.4865723,1.095,0.561
29.6021178,74.8937988,0.161,0.447
30.2305941,77.4645996,0.879,0.529
30.5149486,76.9592285,0.023,0.504
29.7166808,75.7946777,0.534,0.505
29.3726011,77.0910645,0.694,0.538
30.5338761,77.1130371,0.255,0.502
29.2768159,75.4431152,-0.141,0.548
27.9458858,77.3986816,-0.369,0.518
29.9263737,74.7619629,-0.04,0.419
30.9116505,76.8273926,0.469,0.543
28.9312465,75.7507324,-0.014,0.513
28.5845213,76.7614746,0.532,0.472
30.3254708,77.2668457,0.542,0.498
28.3720684,76.8713379,0.63,0.61
29.697596,75.0915527,-0.367,0.485
29.9073289,77.0690918,-0.175,0.54
29.3342978,75.2453613,-0.267,0.469
29.2384766,75.5529785,0.391,0.524
28.873539,76.4538574,0.483,0.504
28.8157994,76.9152832,0.797,0.509
29.0465652,76.0583496,0.312,0.546
27.7516073,76.9592285,0.461,0.534
28.526622,76.8713379,0.809,0.498
29.2768159,75.4650879,0.951,0.581
29.6021178,74.8059082,-0.089,0.488
28.4300525,76.3000488,0.787,0.577
28.2753578,76.4978027,0.381,0.501
29.735762,74.8278809,0.034,0.431
29.2384766,76.4099121,0.24,0.488
29.6403199,74.630127,0.296,0.48
29.9454149,76.7614746,0.586,0.494
28.8542961,76.4538574,0.967,0.489
30.1546268,77.1130371,0.384,0.508
28.5845213,75.7067871,-0.361,0.475
28.5459253,76.2561035,0.251,0.548
29.3342978,75.4650879,0.148,0.494
28.565225,75.6628418,0.075,0.535
30.4392016,77.0910645,0.263,0.485
28.9889219,76.673584,-0.312,0.495
28.2753578,76.7614746,0.083,0.536
28.7772886,76.541748,0.347,0.529
29.6594156,76.4538574,0.038,0.524
29.4874244,75.1135254,0.079,0.5
29.3342978,75.3552246,0.146,0.51
28.3720684,76.3879395,0.334,0.522
29.8311133,76.2121582,0.479,0.488
28.5845213,76.673584,0.638,0.513
29.3534512,76.8713379,-0.419,0.514
29.4874244,74.7180176,0.828,0.468
29.2576481,76.8493652,0.59,0.518
29.5830112,75.3552246,0.978,0.454
29.1041762,76.7614746,0.257,0.503
29.52567,76.0144043,0.774,0.486
29.5830112,74.8059082,-0.147,0.468
28.9120143,75.5310059,-0.298,0.511
29.7739134,77.0910645,0.302,0.509
28.9697004,75.8825684,0.16,0.55
30.0976128,76.8933105,0.642,0.528
28.2560052,76.2121582,0.434,0.579
29.1617551,76.3220215,0.543,0.541
27.9070579,77.2009277,0.624,0.563
29.4491644,74.9816895,0.382,0.464
28.1979261,76.541748,0.671,0.52
28.4686909,76.4099121,0.444,0.537
28.7194957,76.8713379,0.789,0.533
29.3917473,75.970459,0.433,0.513
30.0215431,77.0690918,0.128,0.502
28.1398155,76.036377,0.37,0.551
29.52567,76.5856934,0.672,0.494
29.1233728,75.7287598,0.926,0.551
29.5447873,77.0251465,0.851,0.543
28.4300525,76.9592285,0.909,0.522
27.8099273,77.2668457,0.001,0.539
29.8692284,74.564209,0.051,0.441
28.1785594,76.4318848,0.047,0.502
29.0081399,75.8825684,-0.051,0.496
29.4682962,75.333252,-0.451,0.492
29.3917473,74.7180176,-0.298,0.458
27.9264736,77.4645996,-0.09,0.51
29.1233728,76.7834473,0.204,0.54
29.9263737,74.9157715,0.101,0.531
28.5845213,76.6955566,0.388,0.494
28.410728,77.3986816,0.571,0.536
28.1591892,76.2121582,0.227,0.546
29.2576481,77.0910645,0.782,0.551
29.6403199,75.0476074,-0.364,0.489
29.5639011,76.0144043,0.489,0.478
30.2305941,77.376709,0.709,0.485
28.873539,75.9924316,-0.191,0.494
30.3633958,77.0251465,0.826,0.533
29.9834863,76.3000488,0.144,0.474
30.1736241,76.6955566,0.865,0.498
28.9504752,76.6296387,0.695,0.512
28.7772886,75.904541,-0.94,0.488
29.6021178,76.607666,0.002,0.481
28.6231031,76.6516113,0.783,0.526
29.200123,76.0583496,0.227,0.508
29.2576481,75.904541,0.287,0.491
29.0849761,77.1130371,0.924,0.559
30.4392016,76.9372559,0.444,0.507
28.4880048,76.6516113,0.731,0.511
29.9644524,76.3220215,0.886,0.512
30.1546268,77.1569824,0.181,0.507
29.4682962,75.5969238,0.358,0.491
30.3065028,77.0910645,0.312,0.51
28.4686909,77.0251465,0.978,0.485
29.506549,76.1682129,0.159,0.478
