latitude,longitude,rwi,error
29.697596,77.2009277,-0.275,0.505
30.5717201,76.739502,0.786,0.468
30.1736241,77.3547363,0.47,0.521
29.9644524,76.2561035,0.186,0.492
30.0595852,76.3000488,-0.068,0.474
28.294707,77.0251465,0.388,0.512
29.4108899,75.3552246,-0.149,0.482
29.1617551,75.9924316,0.025,0.515
28.5845213,75.1794434,-0.593,0.463
30.2685558,75.7727051,0.655,0.5
27.8099273,75.0915527,-0.226,0.491
29.6403199,76.1462402,0.67,0.481
29.9834863,77.3547363,-0.677,0.519
28.0041014,77.3327637,0.539,0.506
29.2193016,76.607666,-0.19,0.486
28.1591892,76.4538574,0.458,0.534
27.9458858,74.9157715,0.491,0.521
28.9889219,76.2121582,-0.192,0.486
29.2576481,75.0476074,-0.705,0.458
27.6932559,76.3659668,0.408,0.561
30.4581439,75.0915527,-0.199,0.475
28.3720684,77.4865723,0.076,0.504
30.2116078,74.8278809,-0.483,0.491
29.2193016,74.630127,-0.083,0.493
29.6594156,76.3220215,0.613,0.521
29.0849761,77.1569824,-0.554,0.519
28.0622856,77.4206543,0.271,0.519
29.9073289,74.8059082,0.21,0.452
29.2384766,75.8605957,0.0,0.504
28.0428943,75.6188965,0.383,0.547
30.8739398,76.5197754,0.129,0.471
29.4491644,76.1682129,-0.074,0.486
28.2753578,77.5085449,0.05,0.51
28.5459253,77.442627,1.457,0.558
28.3720684,75.0915527,0.543,0.483
30.7040578,76.8054199,1.494,0.489
27.9458858,76.3439941,0.4,0.48
29.5447873,76.2341309,-0.374,0.488
29.0657724,76.3439941,0.014,0.477
29.506549,77.1569824,-0.079,0.528
28.2172893,75.7507324,-0.016,0.539
30.2305941,75.4211426,0.628,0.474
29.6594156,74.630127,0.198,0.454
29.6594156,75.0476074,0.651,0.508
27.9070579,76.4978027,0.228,0.528
29.4491644,76.1462402,0.056,0.497
28.4300525,76.1462402,0.301,0.527
28.236649,75.9484863,-0.233,0.486
29.5830112,75.9924316,0.171,0.506
28.9889219,77.442627,0.255,0.523
28.6809493,75.4431152,-0.512,0.485
28.9889219,75.5749512,0.041,0.539
28.2560052,77.3986816,0.505,0.53
28.526622,76.8933105,0.569,0.517
27.9652945,76.8493652,0.607,0.495
30.3633958,75.7727051,-0.017,0.499
29.4874244,76.1022949,0.056,0.515
28.2172893,74.4763184,-0.533,0.447
30.6662655,74.8059082,0.786,0.486
27.8876388,75.6628418,0.23,0.524
28.7002242,75.6408691,-0.599,0.499
30.4013061,75.5090332,-0.061,0.476
30.7607184,74.4763184,0.709,0.463
30.0595852,76.2780762,-0.205,0.464
27.84879,77.442627,-0.832,0.528
30.3633958,74.9597168,0.483,0.488
28.1591892,77.2888184,0.605,0.515
29.3342978,75.9484863,0.104,0.535
29.7929837,75.2233887,0.673,0.505
28.7580278,74.9597168,-0.45,0.474
30.3065028,77.5524902,0.389,0.472
28.1979261,76.8273926,1.264,0.569
29.2768159,77.4206543,0.574,0.577
29.4491644,75.2233887,-0.328,0.49
30.5528,76.5856934,0.578,0.543
27.6932559,74.8937988,0.05,0.482
30.5149486,76.7614746,0.428,0.52
30.0595852,76.4978027,0.206,0.488
28.7965458,77.4206543,0.25,0.544
27.7516073,77.5305176,-0.149,0.534
28.9697004,75.201416,-0.497,0.496
29.430029,76.6955566,0.534,0.528
27.6932559,76.1022949,0.497,0.574
29.2193016,75.6188965,-0.119,0.506
28.7387635,77.1130371,0.993,0.499
27.6737985,74.7839355,0.193,0.509
28.0816733,76.6516113,-0.115,0.517
30.5528,75.6848145,0.807,0.487
27.9652945,75.333252,-0.082,0.511
29.1809408,75.5529785,0.475,0.512
28.7772886,76.673584,-0.257,0.504
28.5459253,75.3552246,-0.293,0.496
29.5830112,77.5305176,-0.488,0.496
29.0465652,76.8713379,0.312,0.508
28.8157994,77.5964355,0.58,0.534
27.8876388,75.7727051,0.281,0.557
28.8350495,75.0036621,-0.243,0.483
29.2384766,76.3220215,0.125,0.52
30.7795979,77.442627,-0.093,0.531
27.9652945,75.4870605,-0.409,0.491
30.040566,74.8059082,-0.068,0.453
27.8682161,76.739502,-0.054,0.526
27.7516073,74.4763184,-0.324,0.465
30.1736241,76.6516113,0.197,0.492
28.9504752,76.607666,0.208,0.504
27.7127098,74.6520996,0.249,0.511
30.8739398,76.7614746,0.069,0.459
28.6809493,76.9592285,1.344,0.543
30.7040578,77.1569824,0.059,0.506
28.4300525,76.607666,-0.041,0.567
30.6284584,76.3879395,1.118,0.532
29.2384766,75.9924316,-0.102,0.481
29.4491644,77.4645996,-0.143,0.537
29.0657724,77.5964355,-0.015,0.511
28.6616708,77.6184082,0.048,0.54
30.040566,76.9152832,0.772,0.527
29.8120503,75.3552246,0.504,0.526
30.8739398,76.3000488,0.482,0.481
29.8882805,77.5085449,0.355,0.518
30.3633958,76.3879395,1.659,0.469
27.7710508,76.3659668,-0.133,0.498
29.3534512,76.4099121,0.584,0.52
28.565225,76.9152832,0.961,0.538
28.3527333,75.3112793,0.053,0.526
28.294707,76.2121582,0.304,0.533
28.873539,75.0036621,-0.41,0.485
28.5845213,76.1022949,0.471,0.546
30.8362142,77.6184082,0.034,0.472
30.3065028,76.7175293,0.332,0.493
28.0816733,77.0251465,-0.085,0.519
27.7321603,77.376709,-0.576,0.517
29.735762,75.135498,0.676,0.487
28.1591892,75.3112793,-0.302,0.503
29.1041762,75.201416,-0.236,0.484
27.8293604,77.5524902,-0.309,0.521
28.8157994,76.1462402,0.773,0.51
30.8173458,75.0476074,0.737,0.489
27.8876388,76.8273926,0.322,0.501
28.4300525,77.244873,-0.015,0.482
30.6095493,76.5637207,0.366,0.511
28.6809493,74.8278809,0.102,0.482
29.6021178,76.1462402,0.007,0.523
29.5639011,77.3547363,-0.608,0.505
30.3254708,77.442627,0.528,0.531
30.4960174,74.8059082,0.407,0.497
30.2875311,74.6081543,0.318,0.449
28.3140526,77.5085449,0.208,0.506
30.2305941,77.6184082,0.027,0.536
29.735762,76.5197754,0.056,0.507
29.0465652,77.2229004,-0.183,0.529
28.8157994,76.1682129,0.653,0.537
29.3917473,76.8273926,0.536,0.519
28.873539,76.4318848,0.324,0.521
30.040566,75.4870605,0.384,0.457
28.526622,77.0031738,0.756,0.52
29.0657724,77.3547363,0.197,0.55
29.5830112,76.4758301,0.601,0.541
27.84879,76.4758301,-0.103,0.498
30.2305941,77.3547363,0.809,0.53
27.7127098,75.333252,-0.375,0.482
29.0465652,75.7946777,0.03,0.513
29.0849761,77.3986816,0.392,0.56
29.2959801,76.2780762,0.553,0.518
30.0976128,75.2233887,0.435,0.502
29.6212207,74.5861816,-0.504,0.45
28.3140526,75.0695801,-0.547,0.491
28.603814,76.0583496,0.097,0.523
29.2768159,77.4645996,0.913,0.575
30.6851635,76.3220215,-0.206,0.505
30.8739398,75.3112793,-0.107,0.454
29.4108899,77.1350098,-0.428,0.499
29.8501727,74.7839355,0.241,0.476
28.4493734,75.7287598,-0.086,0.544
29.3151407,75.7946777,-0.035,0.497
30.4202557,74.9377441,-0.134,0.484
30.0025165,76.6516113,0.079,0.501
27.8293604,76.0144043,-0.091,0.476
28.8542961,77.1130371,1.274,0.528
30.4202557,75.4431152,0.554,0.487
28.4493734,76.541748,0.636,0.506
30.8362142,75.904541,1.113,0.483
28.9504752,76.7834473,0.788,0.517
28.873539,76.2341309,0.518,0.556
28.7772886,75.4650879,-0.569,0.508
28.410728,75.5090332,0.085,0.539
28.6423887,75.8825684,0.114,0.535
28.0816733,77.4865723,0.397,0.552
29.4491644,74.7399902,-0.047,0.489
28.3140526,76.4758301,-0.045,0.528
29.8692284,74.4543457,-0.068,0.511
28.3527333,76.1901855,-0.191,0.519
30.3823528,77.1789551,-0.075,0.502
30.3823528,75.5969238,-0.149,0.478
29.7739134,74.4543457,0.666,0.512
30.1546268,76.4538574,0.553,0.502
29.1809408,76.8493652,-0.281,0.498
30.5528,74.8498535,0.199,0.484
29.5830112,76.8713379,-0.252,0.503
28.9120143,74.564209,-0.519,0.441
29.8692284,75.9484863,0.911,0.472
28.6231031,75.6408691,-0.178,0.496
30.2305941,74.5422363,0.361,0.467
29.3342978,77.2229004,-0.549,0.522
28.4493734,76.6296387,0.433,0.532
30.4770825,74.498291,0.935,0.478
28.3720684,75.3991699,0.007,0.497
29.9644524,76.7175293,0.256,0.51
29.2768159,77.6184082,-0.011,0.522
28.9697004,75.3112793,-0.521,0.474
29.200123,77.5085449,0.006,0.51
29.8311133,74.6081543,-0.205,0.508
30.892797,75.8825684,0.922,0.471
28.1204382,76.0583496,-0.526,0.534
28.6231031,77.5305176,0.431,0.532
27.8293604,76.3879395,-0.64,0.517
28.8350495,76.0803223,-0.187,0.491
29.4108899,75.0256348,-0.218,0.468
29.6021178,75.6188965,0.976,0.524
30.3823528,75.2233887,0.834,0.48
30.7607184,77.244873,-0.596,0.478
30.2305941,76.3000488,-0.368,0.483
30.040566,74.5861816,-0.01,0.464
30.0595852,74.7839355,-0.164,0.492
28.9697004,76.541748,0.477,0.519
30.7984737,75.201416,-0.132,0.494
30.892797,76.3220215,0.137,0.469
29.506549,77.1350098,0.152,0.501
29.6594156,75.7946777,0.522,0.499
30.6851635,77.3986816,0.28,0.523
30.1166211,76.3879395,0.112,0.494
27.6932559,74.6520996,0.344,0.581
30.5338761,76.9592285,-0.056,0.473
28.8157994,75.5310059,-0.004,0.473
28.5073151,76.8054199,0.626,0.495
29.52567,77.2009277,0.209,0.507
29.0273543,74.6520996,-0.312,0.528
29.4682962,74.9597168,0.592,0.491
28.236649,75.0476074,0.378,0.514
29.0465652,74.4543457,-0.508,0.439
30.1166211,76.8273926,0.302,0.509
28.526622,77.0251465,0.805,0.535
28.4686909,76.4318848,0.102,0.53
29.9834863,74.6960449,0.815,0.512
29.9263737,77.4645996,0.037,0.535
28.7772886,75.6848145,-0.08,0.54
30.6095493,76.607666,-0.193,0.493
29.4682962,76.0144043,0.047,0.468
30.2305941,75.7727051,-0.038,0.497
30.7795979,77.3547363,-0.4,0.494
29.4491644,75.4650879,0.563,0.521
30.5717201,75.4211426,0.455,0.49
27.8682161,75.7507324,0.269,0.528
30.040566,76.4978027,0.554,0.495
30.4770825,77.5964355,-0.152,0.565
29.4491644,75.3112793,-0.105,0.451
27.8293604,75.9924316,-0.481,0.476
27.9652945,75.4211426,-0.1,0.528
29.5830112,76.739502,0.833,0.499
28.8927784,75.3552246,-0.102,0.513
30.8550788,74.6081543,0.359,0.467
30.2875311,74.8059082,-0.013,0.439
28.294707,76.8493652,0.556,0.528
29.1041762,75.8605957,0.714,0.511
29.6594156,77.4206543,-0.248,0.497
27.8682161,75.7287598,0.076,0.516
30.3065028,74.4543457,0.568,0.486
29.7166808,75.9484863,0.215,0.488
29.2959801,77.310791,-0.027,0.525
28.0041014,77.2009277,0.305,0.538
29.0081399,77.6184082,0.317,0.525
29.1425657,77.3327637,-0.02,0.51
30.3633958,75.0036621,0.484,0.506
30.1546268,74.6520996,0.313,0.493
27.8682161,75.201416,-0.1,0.486
29.4491644,76.4758301,0.03,0.5
30.8739398,74.7619629,0.527,0.452
28.410728,74.498291,-0.476,0.504
30.4770825,76.1022949,-0.076,0.482
29.6021178,76.5197754,-0.052,0.473
28.7387635,75.5310059,-0.581,0.488
29.6785076,74.7619629,-0.377,0.433
28.2172893,76.2121582,-0.142,0.492
30.2685558,75.1574707,0.332,0.541
29.2384766,74.8059082,-0.066,0.506
30.5906366,76.7175293,0.675,0.473
27.7516073,74.498291,-0.374,0.452
28.6809493,77.1569824,0.829,0.505
30.2305941,75.7067871,0.044,0.483
28.7580278,77.1130371,0.789,0.5
28.6809493,74.9816895,-0.12,0.478
28.526622,77.310791,0.372,0.535
29.5639011,75.7507324,0.11,0.507
30.6851635,75.8605957,0.602,0.481
27.7516073,75.0915527,0.365,0.516
28.3333947,75.7727051,-0.493,0.508
28.0428943,74.8937988,-0.162,0.47
30.1736241,77.3986816,0.523,0.507
29.0849761,75.9924316,0.357,0.508
28.3720684,76.9372559,1.194,0.558
29.0849761,76.6516113,-0.078,0.517
28.603814,77.4206543,0.717,0.528
30.0025165,77.5524902,0.832,0.587
28.5073151,77.0690918,1.253,0.496
28.0622856,76.6516113,-0.341,0.495
28.4300525,75.5749512,0.639,0.554
29.3726011,75.9265137,0.033,0.486
29.0273543,75.0476074,0.877,0.566
27.9070579,76.0583496,0.215,0.512
29.0849761,75.135498,-0.844,0.485
29.4682962,75.4431152,0.505,0.506
29.4108899,75.6408691,-0.196,0.496
30.4202557,75.8605957,-0.077,0.495
27.6737985,75.9265137,-0.331,0.457
28.4880048,75.5749512,0.34,0.541
29.8120503,75.6628418,0.066,0.447
30.6095493,77.0251465,0.136,0.512
30.3065028,76.036377,0.003,0.509
30.1546268,75.7287598,-0.029,0.492
28.7772886,75.1794434,-0.751,0.432
28.7580278,76.7834473,0.473,0.505
29.5447873,74.6520996,0.526,0.466
29.1425657,77.1569824,0.115,0.565
29.0273543,75.7727051,-0.484,0.486
28.3527333,75.6628418,-0.513,0.508
28.603814,77.2668457,0.519,0.478
27.8682161,77.0251465,0.179,0.547
30.5149486,74.6960449,0.298,0.438
28.4880048,76.9812012,0.8,0.531
29.4108899,76.0144043,-0.219,0.547
29.5830112,74.8937988,-0.031,0.505
28.9889219,77.376709,-0.182,0.541
30.6095493,76.4758301,0.196,0.476
29.5639011,76.7834473,0.041,0.502
30.1736241,74.6081543,0.197,0.482
29.8120503,75.4431152,0.524,0.493
30.0786009,76.3879395,0.061,0.496
28.1204382,77.5524902,0.761,0.573
29.1617551,74.6081543,-0.597,0.468
29.1809408,77.2888184,0.466,0.546
30.040566,75.7946777,0.27,0.463
29.9263737,75.7067871,0.42,0.479
29.1233728,75.3771973,-0.319,0.522
29.8311133,75.333252,0.336,0.474
30.7418353,76.4758301,0.53,0.471
28.6616708,75.4431152,-0.648,0.495
29.6021178,77.310791,-0.584,0.514
29.3342978,77.1350098,-0.576,0.524
28.1979261,74.564209,-0.486,0.459
30.4960174,75.3771973,0.704,0.487
27.8876388,76.8933105,0.146,0.538
28.0816733,75.3552246,0.447,0.502
28.8157994,77.5524902,0.451,0.536
29.8120503,77.1789551,-0.633,0.484
28.873539,75.7727051,-0.502,0.494
30.1166211,77.2888184,0.962,0.559
28.236649,75.5969238,-0.032,0.506
28.526622,75.201416,-0.445,0.463
30.0215431,76.9592285,0.726,0.518
29.4682962,74.5861816,-0.384,0.5
28.526622,74.7839355,-0.515,0.468
30.4202557,74.7619629,0.258,0.464
30.7607184,77.3547363,-0.251,0.488
29.4491644,76.3879395,0.506,0.505
29.8311133,75.8825684,1.053,0.525
30.7040578,76.1462402,0.404,0.478
30.2875311,76.4758301,0.571,0.49
30.0976128,75.8825684,0.32,0.516
29.2576481,76.2561035,-0.177,0.492
29.5830112,75.3991699,0.129,0.46
29.9834863,77.1569824,0.525,0.511
28.3140526,77.310791,1.145,0.553
30.3254708,74.4543457,0.349,0.461
30.8739398,75.838623,1.329,0.456
30.1546268,75.135498,0.353,0.537
29.8692284,74.5861816,0.249,0.443
29.7929837,75.0915527,0.053,0.489
30.5338761,76.5856934,0.773,0.507
30.2305941,75.4870605,0.225,0.473
27.6932559,77.2888184,-0.498,0.515
28.1010575,76.9152832,-0.45,0.506
28.3333947,74.6081543,0.082,0.509
27.9652945,75.904541,-0.425,0.496
30.0595852,75.0915527,0.385,0.47
30.4202557,76.0803223,0.484,0.469
30.0976128,77.5964355,-0.216,0.551
30.6095493,77.244873,0.046,0.525
28.8350495,76.1022949,0.388,0.494
29.1233728,74.9597168,-0.093,0.45
30.5528,75.7507324,0.316,0.481
29.3726011,76.9592285,1.197,0.503
30.6662655,76.0144043,0.234,0.466
30.2305941,76.3879395,0.828,0.473
28.7580278,77.3327637,0.523,0.53
29.2384766,76.4538574,-0.247,0.528
29.3342978,75.8825684,0.132,0.543
28.9889219,74.6520996,-0.754,0.432
28.5459253,76.8493652,0.615,0.495
29.4108899,74.9157715,-0.095,0.445
30.8173458,76.9592285,-0.252,0.481
28.3527333,76.8493652,0.109,0.546
30.3823528,77.2229004,0.991,0.565
28.1204382,76.0803223,-0.18,0.551
28.603814,74.8937988,-0.423,0.522
30.6473638,77.3547363,-0.242,0.48
30.3065028,76.1901855,-0.076,0.505
30.8739398,75.267334,0.432,0.484
29.4491644,77.2009277,0.446,0.566
28.8927784,75.5969238,-0.271,0.505
29.8882805,74.7399902,-0.259,0.459
28.4300525,75.7507324,0.588,0.517
28.7194957,74.9377441,-0.526,0.491
28.9504752,74.5202637,-0.638,0.426
30.1166211,75.4870605,0.091,0.497
30.0976128,75.5310059,0.188,0.477
28.1010575,76.2341309,0.413,0.527
30.6851635,74.4543457,0.919,0.483
30.2116078,77.244873,0.596,0.507
28.8927784,76.0803223,0.408,0.499
30.1356258,76.4758301,-0.107,0.5
29.3726011,77.1350098,-0.234,0.569
27.7516073,75.1794434,0.144,0.525
28.6809493,76.036377,-0.391,0.523
28.526622,75.3552246,-0.557,0.474
30.3823528,76.8933105,-0.208,0.523
30.1166211,76.4758301,0.766,0.502
28.294707,75.2233887,0.237,0.533
30.7418353,76.739502,1.088,0.466
27.9846997,75.7946777,-0.272,0.511
27.8099273,74.9157715,-0.159,0.485
29.4874244,75.0476074,0.587,0.516
29.3917473,74.6081543,-0.127,0.481
28.3720684,76.4758301,0.718,0.518
30.1926178,76.9372559,0.415,0.502
29.5830112,76.3659668,0.724,0.552
29.7739134,76.7614746,0.568,0.492
30.0595852,77.3547363,0.235,0.482
30.0786009,76.739502,0.45,0.496
29.5639011,74.8937988,0.452,0.528
29.506549,75.6848145,0.213,0.504
30.4960174,74.8937988,0.354,0.477
30.0595852,75.333252,0.279,0.478
27.9264736,75.5310059,-0.469,0.541
28.2753578,75.5749512,0.163,0.551
29.0273543,75.5090332,-0.696,0.446
28.7965458,76.1242676,1.375,0.521
28.7580278,77.244873,0.973,0.489
30.5906366,76.6955566,0.957,0.513
29.3917473,77.3547363,0.02,0.485
29.7929837,77.4206543,-0.249,0.511
28.6231031,76.2341309,0.046,0.509
28.1398155,75.135498,-0.158,0.469
28.9889219,74.8498535,-0.294,0.477
30.5528,75.9924316,0.0,0.463
28.1979261,77.2009277,0.479,0.526
28.8542961,75.8825684,-0.256,0.527
30.2685558,75.4211426,0.352,0.483
29.8311133,76.6296387,-0.079,0.5
30.7984737,74.5422363,0.096,0.457
27.7904908,75.2233887,0.445,0.503
30.040566,75.4211426,0.437,0.489
30.3254708,74.5202637,0.305,0.454
28.0234996,75.0256348,-0.415,0.482
29.8311133,75.6408691,0.61,0.534
29.5639011,75.333252,0.527,0.483
30.4013061,74.5861816,-0.023,0.468
30.6095493,77.1130371,-0.344,0.478
28.236649,75.8825684,-0.775,0.515
29.7548395,76.8054199,0.541,0.519
30.040566,75.3552246,0.077,0.456
29.1617551,75.4431152,-0.251,0.52
29.8882805,77.376709,0.361,0.555
28.8157994,77.310791,-0.251,0.534
28.0041014,76.5197754,-0.391,0.527
30.8550788,77.0910645,0.075,0.497
27.8876388,77.5085449,0.075,0.554
29.52567,77.0471191,0.38,0.516
28.9120143,74.6081543,-0.011,0.451
27.6737985,76.2561035,0.215,0.509
29.8692284,76.9372559,0.411,0.468
29.1809408,76.9592285,0.151,0.529
28.3720684,76.9152832,1.09,0.6
27.7904908,76.4758301,0.274,0.509
30.8550788,76.6955566,0.234,0.499
30.4392016,77.5744629,0.427,0.531
28.9120143,76.1242676,0.737,0.54
29.4491644,75.135498,-0.266,0.46
29.0081399,75.6408691,-0.184,0.498
30.040566,74.8498535,0.694,0.494
28.9312465,77.2009277,-0.071,0.525
28.1785594,75.0256348,0.061,0.496
28.3913999,77.4865723,0.082,0.512
29.3534512,77.442627,0.052,0.552
30.040566,77.0910645,0.309,0.503
29.8311133,74.9597168,0.349,0.526
29.8311133,75.9484863,0.08,0.475
29.7166808,77.0031738,1.097,0.477
29.6594156,76.1901855,0.202,0.491
28.8350495,75.9924316,0.04,0.488
29.5447873,77.376709,0.152,0.498
29.9834863,74.7839355,-0.357,0.484
30.5906366,75.1794434,-0.1,0.464
28.2560052,75.8605957,-0.307,0.527
30.4392016,75.9924316,-0.058,0.461
28.2753578,77.442627,0.43,0.559
29.2768159,76.9372559,0.544,0.544
30.7229484,75.4870605,0.663,0.474
28.0816733,74.9157715,0.33,0.518
29.3534512,75.3552246,0.142,0.485
27.6932559,76.4758301,-0.58,0.498
28.1785594,76.2121582,0.16,0.549
29.697596,74.6520996,-0.13,0.46
28.294707,76.7614746,0.669,0.513
28.0428943,77.442627,0.381,0.517
29.8311133,75.904541,0.971,0.526
30.2685558,76.9152832,-0.053,0.499
29.5447873,77.4645996,-0.671,0.501
28.603814,76.3000488,0.547,0.533
27.7904908,75.8166504,-0.104,0.502
30.8173458,76.0583496,0.304,0.475
29.7929837,76.5637207,0.32,0.487
28.294707,75.267334,-0.098,0.487
29.2193016,75.2233887,-0.381,0.46
28.526622,77.244873,0.819,0.498
28.1204382,77.2009277,0.018,0.517
28.4686909,77.2668457,0.498,0.538
28.4493734,75.6628418,-0.206,0.531
30.6095493,76.8493652,1.086,0.506
30.3633958,77.2888184,0.282,0.482
29.6021178,75.267334,0.156,0.511
30.0595852,76.9812012,0.71,0.518
28.7772886,75.201416,-0.14,0.468
28.7772886,76.4318848,0.951,0.573
29.4491644,77.3547363,-0.242,0.552
30.5717201,76.2561035,0.123,0.473
30.7607184,76.5856934,0.699,0.525
29.52567,75.7727051,0.729,0.502
30.7040578,75.5749512,0.501,0.473
27.8099273,74.7619629,0.325,0.505
27.8099273,76.0803223,-0.095,0.483
27.9264736,75.7507324,-0.511,0.461
29.5639011,77.244873,-0.142,0.509
30.6473638,76.5856934,0.17,0.486
28.565225,77.3327637,1.092,0.488
30.8362142,75.3771973,0.276,0.444
27.8876388,76.1682129,-0.368,0.518
29.506549,75.904541,0.055,0.528
29.6785076,76.0803223,1.004,0.517
28.873539,77.4206543,0.032,0.585
29.2384766,75.4870605,-0.002,0.491
29.6785076,77.2668457,-0.044,0.542
30.040566,76.8493652,0.481,0.477
28.5073151,77.1350098,0.919,0.558
29.3917473,74.6960449,-0.059,0.5
30.1736241,75.4431152,0.437,0.448
30.5149486,76.4758301,0.563,0.489
28.7772886,76.8054199,0.483,0.517
30.0976128,76.1242676,0.118,0.482
29.2576481,74.9377441,-0.309,0.439
27.6737985,74.4543457,0.63,0.513
28.5073151,75.135498,-0.692,0.441
29.9073289,75.4870605,0.273,0.532
27.9652945,74.8059082,-0.007,0.514
28.4686909,77.6184082,0.357,0.526
28.7580278,76.7614746,0.556,0.531
28.5073151,77.442627,0.557,0.545
30.4202557,76.3439941,0.166,0.487
28.7002242,75.7946777,-0.001,0.481
30.1356258,76.0803223,0.012,0.477
27.9846997,75.6188965,-0.221,0.546
30.6662655,76.2561035,0.516,0.514
30.0976128,74.630127,0.418,0.496
28.2560052,76.7614746,0.401,0.525
28.5459253,75.6408691,-0.114,0.523
30.4960174,75.5090332,0.925,0.472
29.3151407,75.5749512,-0.199,0.514
28.236649,74.8498535,-0.3,0.509
30.5906366,75.5090332,1.006,0.489
30.1166211,75.5310059,0.315,0.495
29.7739134,76.7175293,0.303,0.483
28.7387635,76.6516113,-0.138,0.519
28.8157994,74.5202637,-0.449,0.459
29.1617551,74.9157715,-0.583,0.454
30.5528,77.0471191,-0.314,0.479
28.1785594,74.8278809,-0.208,0.504
29.3342978,77.5744629,-0.141,0.508
30.3065028,76.9592285,0.301,0.525
27.7710508,77.244873,-0.203,0.566
28.6809493,77.0910645,1.054,0.492
28.9120143,76.9152832,0.277,0.542
29.52567,76.5637207,0.448,0.479
30.0976128,76.0583496,0.012,0.481
28.8350495,76.4978027,0.047,0.51
29.8692284,75.8605957,0.768,0.5
29.6021178,74.7180176,0.094,0.489
29.3534512,77.0251465,0.598,0.517
30.6473638,75.5310059,0.832,0.475
29.1041762,76.3879395,-0.083,0.527
28.7772886,74.5861816,0.251,0.525
29.5830112,75.0036621,0.708,0.487
30.1166211,75.2233887,-0.145,0.499
29.6594156,75.333252,0.514,0.488
27.7710508,75.333252,0.477,0.546
30.5528,75.1574707,0.312,0.506
29.9263737,76.3879395,0.204,0.489
29.9454149,74.8498535,0.001,0.521
30.7229484,75.7287598,1.016,0.46
30.4202557,76.9812012,-0.2,0.491
28.236649,74.7180176,-0.99,0.45
28.4493734,74.8718262,-0.321,0.484
29.7166808,74.9597168,-0.371,0.453
30.5338761,76.9812012,0.509,0.517
30.5717201,75.904541,0.663,0.498
29.5639011,76.4538574,0.139,0.489
28.1398155,75.7507324,-0.18,0.512
29.8311133,77.244873,0.006,0.531
30.7229484,75.5090332,0.71,0.47
30.040566,76.2780762,0.082,0.486
29.9644524,75.2893066,-0.098,0.46
28.1979261,74.9597168,0.175,0.515
29.1233728,76.3000488,-0.003,0.499
30.2685558,75.7287598,0.39,0.443
29.506549,74.4763184,-0.48,0.46
30.7418353,77.5524902,-0.09,0.474
30.3254708,77.5085449,0.046,0.549
30.2495768,77.5305176,0.035,0.506
29.8311133,75.5310059,0.749,0.526
27.9652945,77.5744629,-0.107,0.517
27.9070579,76.8273926,0.615,0.486
28.3140526,77.5744629,0.024,0.527
28.0428943,76.2121582,0.566,0.551
27.9458858,75.2233887,1.108,0.518
29.0273543,77.5964355,0.1,0.535
29.0849761,77.376709,0.144,0.547
28.1204382,74.564209,0.143,0.532
30.2305941,76.6516113,0.165,0.497
27.9070579,74.6081543,-0.12,0.449
29.4108899,77.2229004,0.392,0.503
29.2768159,76.7614746,-0.1,0.515
28.0041014,76.673584,-0.658,0.49
30.1736241,75.2233887,0.158,0.491
27.9846997,77.0251465,0.169,0.541
28.7580278,75.0915527,0.066,0.458
27.6932559,75.8166504,0.166,0.521
29.6785076,76.9592285,1.2,0.542
28.5459253,75.1574707,-0.208,0.459
30.1546268,75.7727051,0.119,0.471
29.52567,76.2121582,-0.274,0.505
29.4108899,74.4543457,0.101,0.445
28.6423887,75.1574707,0.05,0.471
27.6932559,75.0476074,0.007,0.538
28.0428943,76.5856934,0.451,0.522
28.0816733,75.5529785,-0.413,0.482
30.6473638,74.7180176,0.75,0.485
28.236649,74.8059082,-0.734,0.467
29.2576481,77.5524902,-0.475,0.531
29.0657724,75.4211426,0.15,0.519
27.9070579,77.0031738,0.006,0.55
29.7166808,75.0695801,0.944,0.499
28.5845213,75.3552246,-0.666,0.469
28.2172893,75.904541,0.062,0.531
30.4392016,75.5529785,0.364,0.472
28.6809493,75.5529785,-0.596,0.47
28.873539,75.3771973,-0.411,0.57
28.565225,75.7067871,0.175,0.506
28.3333947,76.3659668,-0.056,0.51
29.1041762,77.1130371,0.476,0.572
29.9263737,76.6955566,0.78,0.488
30.7229484,77.3986816,-0.284,0.505
29.2959801,76.607666,0.162,0.546
29.8501727,77.5964355,0.436,0.54
30.4960174,76.9812012,0.432,0.503
30.7795979,76.9372559,0.664,0.532
28.1591892,74.6960449,-0.219,0.514
28.2560052,76.2780762,0.335,0.535
29.5830112,77.442627,-0.055,0.544
28.1979261,75.7727051,0.057,0.525
30.7795979,74.9157715,-0.162,0.475
28.7965458,74.8059082,-0.094,0.526
29.7929837,75.1794434,-0.12,0.462
27.9070579,76.3000488,0.578,0.528
30.6662655,76.541748,0.655,0.498
29.506549,75.7067871,0.1,0.49
28.8542961,76.9372559,0.47,0.521
28.4880048,76.8713379,0.637,0.491
30.0786009,74.7619629,0.336,0.485
30.7984737,76.3439941,0.378,0.495
30.0025165,76.0144043,0.168,0.455
29.6403199,74.8498535,0.046,0.453
29.7166808,76.2341309,-0.041,0.517
29.5639011,76.1022949,0.316,0.493
29.8120503,75.5310059,0.191,0.489
28.3913999,76.2121582,-0.021,0.546
27.7321603,76.607666,-0.546,0.515
28.3527333,76.3220215,0.349,0.515
